Date,Close/Last,Volume,Open,High,Low
06/13/2021,38826.4,N/A,34881.8,39784.6,38769.9
06/12/2021,34950.8,N/A,35585.4,35903.9,34876.1
06/11/2021,35339.5,N/A,36758.6,37437.3,35335.8
06/10/2021,36665.9,N/A,36955.5,37177.3,36003.3
06/09/2021,37012.9,N/A,32881,37595.3,36759.8
06/08/2021,32952.3,N/A,32819.6,33502.8,32428.6
06/07/2021,32869,N/A,36384,34047.8,32447
06/06/2021,36404.7,N/A,36002.2,36754.6,35576.3
06/05/2021,35968.9,N/A,37400.3,36225.5,35421.5
06/04/2021,37419.3,N/A,37928.2,37811.3,36666.8
06/03/2021,37877.1,N/A,37636,39255.4,37442.6
06/02/2021,37581.7,N/A,36479.5,37812.7,37193.6
06/01/2021,36395.6,N/A,36699.5,36856.2,35981.1
05/31/2021,36617.3,N/A,34503.3,37850.3,36539.1
05/30/2021,34408.7,N/A,34780.3,35931.9,34330.2
05/29/2021,34670.7,N/A,36465.5,34773.6,33441
05/28/2021,36324.7,N/A,38279,36717.8,35651.4
05/27/2021,37973.8,N/A,37616.5,38844.1,37790.4
05/26/2021,37470,N/A,39562.9,39249,37190.8
05/25/2021,39444.5,N/A,38360.3,39497.3,37847
05/24/2021,38288.4,N/A,35268.6,39740.8,37875.1
05/23/2021,35298.3,N/A,37460.4,35863.1,34715.3
05/22/2021,37436.4,N/A,36979.4,38248.7,36822.9
05/21/2021,36906.3,N/A,40710.8,38056.8,36606.7
05/20/2021,40779.5,N/A,38170.6,42108.3,40521.5
05/19/2021,38220.1,N/A,40491.1,38573.3,35010.4
05/18/2021,40569,N/A,45042.4,43516.6,40164.2
05/17/2021,44847.2,N/A,44482,45231.4,43186.8
05/16/2021,43493.4,N/A,48167.2,46545.4,43072.5
05/15/2021,47875.9,N/A,50046.3,48323.8,46574.6
05/14/2021,49762.8,N/A,49176.2,50640.9,49303.7
05/13/2021,49391.5,N/A,50260.7,50387.3,49258
05/12/2021,49715.2,N/A,57762.7,50843,46331.1
05/11/2021,57752.6,N/A,55164.2,57753,56597.1
05/10/2021,55126.4,N/A,59400.6,56384.2,54550.4
05/09/2021,59352.4,N/A,58585.3,59426.6,58066
05/08/2021,58976.3,N/A,58110.5,59227,58391.4
05/07/2021,58058.1,N/A,55732,58412.9,56972.2
05/06/2021,55920,N/A,56835.9,57080.7,55533.7
05/05/2021,56860.9,N/A,55024.5,57560.8,56623.5
05/04/2021,55085.6,N/A,55745.7,55088.1,53872.5
05/03/2021,55470.2,N/A,57953.7,57201.3,54735.3
05/02/2021,57961.5,N/A,56532.2,58261.4,56562.4
05/01/2021,56591,N/A,58189.8,57868.4,56556.1
04/30/2021,58188.8,N/A,53706,58449.4,57528.9
04/29/2021,53667,N/A,54270.4,53802.7,53088.7
04/28/2021,54165.8,N/A,54818.7,55173.7,54164.4
04/27/2021,55019.8,N/A,53505.3,55718.8,54871.9
04/26/2021,53527.9,N/A,52388.1,54120.6,53431.1
04/25/2021,52265.6,N/A,49690.8,52420.9,48815.9
04/24/2021,49705.9,N/A,50128.7,50438.8,49658.6
04/23/2021,50207,N/A,50294.7,51183,49380.6
